sale_id,transaction_id,product_id,quantity,unit_price,unit_cost,discount_percent,reorder_level,region,customer_type,customer_name,payment_method,note,location_id
SAL000001,STRX000001,PRD0001,32,450,324,0,72,,,,,Online grocery dataset sales row; status=Discontinued; turnover=19,LOC001
SAL000223,STRX000223,PRD0223,76,1800,1296,0,95,,,,,Online grocery dataset sales row; status=Discontinued; turnover=96,LOC003
SAL000224,STRX000224,PRD0224,73,2500,1800,0,43,,,,,Online grocery dataset sales row; status=Active; turnover=6,LOC004
SAL000225,STRX000225,PRD0225,94,1500,1080,0,94,,,,,Online grocery dataset sales row; status=Backordered; turnover=66,LOC005
SAL000226,STRX000226,PRD0226,35,150,108,0,41,,,,,Online grocery dataset sales row; status=Discontinued; turnover=16,LOC001
SAL000227,STRX000227,PRD0227,92,700,504,0,77,,,,,Online grocery dataset sales row; status=Discontinued; turnover=29,LOC002
SAL000228,STRX000228,PRD0228,47,600,432,0,8,,,,,Online grocery dataset sales row; status=Discontinued; turnover=62,LOC003
SAL000229,STRX000229,PRD0229,57,400,288,0,99,,,,,Online grocery dataset sales row; status=Backordered; turnover=42,LOC004
SAL000230,STRX000230,PRD0230,74,2000,1440,0,77,,,,,Online grocery dataset sales row; status=Backordered; turnover=98,LOC005
SAL000231,STRX000231,PRD0231,71,250,180,0,92,,,,,Online grocery dataset sales row; status=Active; turnover=13,LOC001
SAL000232,STRX000232,PRD0232,59,2000,1440,0,31,,,,,Online grocery dataset sales row; status=Backordered; turnover=65,LOC002
SAL000233,STRX000233,PRD0233,86,400,288,0,8,,,,,Online grocery dataset sales row; status=Discontinued; turnover=12,LOC003
SAL000234,STRX000234,PRD0234,48,400,288,0,52,,,,,Online grocery dataset sales row; status=Active; turnover=43,LOC004
SAL000235,STRX000235,PRD0235,32,150,108,0,79,,,,,Online grocery dataset sales row; status=Active; turnover=80,LOC005
SAL000236,STRX000236,PRD0236,69,3000,2160,0,17,,,,,Online grocery dataset sales row; status=Active; turnover=82,LOC001
SAL000237,STRX000237,PRD0237,40,1000,720,0,38,,,,,Online grocery dataset sales row; status=Active; turnover=15,LOC002
SAL000238,STRX000238,PRD0238,98,400,288,0,16,,,,,Online grocery dataset sales row; status=Active; turnover=12,LOC003
SAL000239,STRX000239,PRD0239,53,700,504,0,29,,,,,Online grocery dataset sales row; status=Backordered; turnover=20,LOC004
SAL000240,STRX000240,PRD0240,43,950,684,0,46,,,,,Online grocery dataset sales row; status=Backordered; turnover=77,LOC005
SAL000241,STRX000241,PRD0241,45,500,360,0,16,,,,,Online grocery dataset sales row; status=Active; turnover=68,LOC001
SAL000242,STRX000242,PRD0242,100,900,648,0,38,,,,,Online grocery dataset sales row; status=Active; turnover=63,LOC002
SAL000243,STRX000243,PRD0243,84,100,72,0,38,,,,,Online grocery dataset sales row; status=Discontinued; turnover=78,LOC003
SAL000244,STRX000244,PRD0244,37,400,288,0,27,,,,,Online grocery dataset sales row; status=Backordered; turnover=67,LOC004
SAL000245,STRX000245,PRD0245,52,750,540,0,7,,,,,Online grocery dataset sales row; status=Backordered; turnover=68,LOC005
SAL000246,STRX000246,PRD0246,33,250,180,0,26,,,,,Online grocery dataset sales row; status=Discontinued; turnover=58,LOC001
SAL000247,STRX000247,PRD0247,53,250,180,0,18,,,,,Online grocery dataset sales row; status=Active; turnover=69,LOC002
SAL000248,STRX000248,PRD0248,96,460,331,0,64,,,,,Online grocery dataset sales row; status=Discontinued; turnover=55,LOC003
SAL000249,STRX000249,PRD0249,60,950,684,0,15,,,,,Online grocery dataset sales row; status=Discontinued; turnover=49,LOC004
SAL000250,STRX000250,PRD0250,54,250,180,0,91,,,,,Online grocery dataset sales row; status=Active; turnover=87,LOC005
SAL000251,STRX000251,PRD0251,79,310,223,0,54,,,,,Online grocery dataset sales row; status=Backordered; turnover=1,LOC001
SAL000252,STRX000252,PRD0252,70,600,432,0,27,,,,,Online grocery dataset sales row; status=Discontinued; turnover=30,LOC002
SAL000253,STRX000253,PRD0253,96,500,360,0,47,,,,,Online grocery dataset sales row; status=Discontinued; turnover=37,LOC003
SAL000254,STRX000254,PRD0254,45,300,216,0,28,,,,,Online grocery dataset sales row; status=Active; turnover=89,LOC004
SAL000255,STRX000255,PRD0255,53,150,108,0,63,,,,,Online grocery dataset sales row; status=Discontinued; turnover=94,LOC005
SAL000256,STRX000256,PRD0256,52,400,288,0,29,,,,,Online grocery dataset sales row; status=Discontinued; turnover=46,LOC001
SAL000257,STRX000257,PRD0257,39,450,324,0,69,,,,,Online grocery dataset sales row; status=Backordered; turnover=69,LOC002
SAL000258,STRX000258,PRD0258,38,200,144,0,32,,,,,Online grocery dataset sales row; status=Active; turnover=23,LOC003
SAL000259,STRX000259,PRD0259,57,450,324,0,52,,,,,Online grocery dataset sales row; status=Backordered; turnover=62,LOC004
SAL000260,STRX000260,PRD0260,95,700,504,0,57,,,,,Online grocery dataset sales row; status=Active; turnover=28,LOC005
SAL000261,STRX000261,PRD0261,84,100,72,0,88,,,,,Online grocery dataset sales row; status=Discontinued; turnover=75,LOC001
SAL000262,STRX000262,PRD0262,31,180,129,0,4,,,,,Online grocery dataset sales row; status=Backordered; turnover=34,LOC002
SAL000263,STRX000263,PRD0263,27,150,108,0,96,,,,,Online grocery dataset sales row; status=Backordered; turnover=58,LOC003
SAL000264,STRX000264,PRD0264,28,920,662,0,53,,,,,Online grocery dataset sales row; status=Active; turnover=56,LOC004
SAL000265,STRX000265,PRD0265,67,150,108,0,68,,,,,Online grocery dataset sales row; status=Discontinued; turnover=82,LOC005
SAL000266,STRX000266,PRD0266,61,300,216,0,62,,,,,Online grocery dataset sales row; status=Discontinued; turnover=78,LOC001
SAL000267,STRX000267,PRD0267,30,2100,1512,0,89,,,,,Online grocery dataset sales row; status=Discontinued; turnover=62,LOC002
SAL000268,STRX000268,PRD0268,93,550,396,0,99,,,,,Online grocery dataset sales row; status=Backordered; turnover=99,LOC003
SAL000269,STRX000269,PRD0269,63,700,504,0,75,,,,,Online grocery dataset sales row; status=Active; turnover=100,LOC004
SAL000270,STRX000270,PRD0270,47,600,432,0,52,,,,,Online grocery dataset sales row; status=Active; turnover=7,LOC005
SAL000271,STRX000271,PRD0271,34,1050,756,0,88,,,,,Online grocery dataset sales row; status=Discontinued; turnover=51,LOC001
SAL000272,STRX000272,PRD0272,82,300,216,0,46,,,,,Online grocery dataset sales row; status=Discontinued; turnover=21,LOC002
SAL000273,STRX000273,PRD0273,45,250,180,0,88,,,,,Online grocery dataset sales row; status=Backordered; turnover=29,LOC003
SAL000274,STRX000274,PRD0274,21,240,172,0,64,,,,,Online grocery dataset sales row; status=Backordered; turnover=55,LOC004
SAL000275,STRX000275,PRD0275,55,600,432,0,45,,,,,Online grocery dataset sales row; status=Backordered; turnover=20,LOC005
SAL000276,STRX000276,PRD0276,62,180,129,0,41,,,,,Online grocery dataset sales row; status=Backordered; turnover=14,LOC001
SAL000277,STRX000277,PRD0277,22,180,129,0,11,,,,,Online grocery dataset sales row; status=Active; turnover=91,LOC002
SAL000278,STRX000278,PRD0278,93,800,576,0,8,,,,,Online grocery dataset sales row; status=Backordered; turnover=85,LOC003
SAL000279,STRX000279,PRD0279,39,2000,1440,0,81,,,,,Online grocery dataset sales row; status=Backordered; turnover=65,LOC004
SAL000280,STRX000280,PRD0280,96,1150,828,0,94,,,,,Online grocery dataset sales row; status=Discontinued; turnover=74,LOC005
SAL000281,STRX000281,PRD0281,100,200,144,0,96,,,,,Online grocery dataset sales row; status=Discontinued; turnover=15,LOC001
SAL000282,STRX000282,PRD0282,63,400,288,0,52,,,,,Online grocery dataset sales row; status=Discontinued; turnover=14,LOC002
SAL000283,STRX000283,PRD0283,62,400,288,0,79,,,,,Online grocery dataset sales row; status=Backordered; turnover=75,LOC003
SAL000284,STRX000284,PRD0284,33,500,360,0,22,,,,,Online grocery dataset sales row; status=Active; turnover=62,LOC004
SAL000285,STRX000285,PRD0285,72,700,504,0,25,,,,,Online grocery dataset sales row; status=Backordered; turnover=83,LOC005
SAL000286,STRX000286,PRD0286,63,200,144,0,100,,,,,Online grocery dataset sales row; status=Discontinued; turnover=26,LOC001
SAL000287,STRX000287,PRD0287,96,760,547,0,1,,,,,Online grocery dataset sales row; status=Active; turnover=26,LOC002
SAL000288,STRX000288,PRD0288,23,400,288,0,62,,,,,Online grocery dataset sales row; status=Backordered; turnover=4,LOC003
SAL000289,STRX000289,PRD0289,63,450,324,0,74,,,,,Online grocery dataset sales row; status=Active; turnover=69,LOC004
SAL000290,STRX000290,PRD0290,79,1000,720,0,15,,,,,Online grocery dataset sales row; status=Discontinued; turnover=42,LOC005
SAL000291,STRX000291,PRD0291,55,1000,720,0,98,,,,,Online grocery dataset sales row; status=Active; turnover=51,LOC001
SAL000292,STRX000292,PRD0292,40,390,280,0,56,,,,,Online grocery dataset sales row; status=Backordered; turnover=5,LOC002
SAL000293,STRX000293,PRD0293,92,175,126,0,27,,,,,Online grocery dataset sales row; status=Discontinued; turnover=82,LOC003
SAL000294,STRX000294,PRD0294,90,200,144,0,29,,,,,Online grocery dataset sales row; status=Discontinued; turnover=23,LOC004
SAL000295,STRX000295,PRD0295,31,1800,1296,0,75,,,,,Online grocery dataset sales row; status=Active; turnover=36,LOC005
SAL000296,STRX000296,PRD0296,95,1000,720,0,22,,,,,Online grocery dataset sales row; status=Discontinued; turnover=77,LOC001
SAL000297,STRX000297,PRD0297,42,350,252,0,74,,,,,Online grocery dataset sales row; status=Discontinued; turnover=23,LOC002
SAL000298,STRX000298,PRD0298,81,300,216,0,4,,,,,Online grocery dataset sales row; status=Discontinued; turnover=25,LOC003
SAL000299,STRX000299,PRD0299,56,250,180,0,22,,,,,Online grocery dataset sales row; status=Active; turnover=44,LOC004
SAL000300,STRX000300,PRD0300,25,300,216,0,54,,,,,Online grocery dataset sales row; status=Active; turnover=81,LOC005
SAL000301,STRX000301,PRD0301,60,900,648,0,8,,,,,Online grocery dataset sales row; status=Active; turnover=38,LOC001
SAL000302,STRX000302,PRD0302,48,1000,720,0,86,,,,,Online grocery dataset sales row; status=Backordered; turnover=12,LOC002
SAL000303,STRX000303,PRD0303,40,600,432,0,77,,,,,Online grocery dataset sales row; status=Discontinued; turnover=84,LOC003
SAL000304,STRX000304,PRD0304,70,600,432,0,75,,,,,Online grocery dataset sales row; status=Discontinued; turnover=20,LOC004
SAL000305,STRX000305,PRD0305,71,500,360,0,51,,,,,Online grocery dataset sales row; status=Backordered; turnover=26,LOC005
SAL000306,STRX000306,PRD0306,86,250,180,0,20,,,,,Online grocery dataset sales row; status=Backordered; turnover=64,LOC001
SAL000307,STRX000307,PRD0307,88,900,648,0,31,,,,,Online grocery dataset sales row; status=Backordered; turnover=52,LOC002
SAL000308,STRX000308,PRD0308,24,100,72,0,90,,,,,Online grocery dataset sales row; status=Discontinued; turnover=11,LOC003
SAL000309,STRX000309,PRD0309,88,1200,864,0,12,,,,,Online grocery dataset sales row; status=Discontinued; turnover=83,LOC004
SAL000310,STRX000310,PRD0310,42,300,216,0,55,,,,,Online grocery dataset sales row; status=Active; turnover=93,LOC005
SAL000311,STRX000311,PRD0311,39,550,396,0,21,,,,,Online grocery dataset sales row; status=Backordered; turnover=18,LOC001
SAL000312,STRX000312,PRD0312,83,150,108,0,91,,,,,Online grocery dataset sales row; status=Backordered; turnover=95,LOC002
SAL000313,STRX000313,PRD0313,57,2000,1440,0,46,,,,,Online grocery dataset sales row; status=Backordered; turnover=95,LOC003
SAL000314,STRX000314,PRD0314,75,450,324,0,59,,,,,Online grocery dataset sales row; status=Backordered; turnover=92,LOC004
SAL000315,STRX000315,PRD0315,95,650,468,0,4,,,,,Online grocery dataset sales row; status=Backordered; turnover=70,LOC005
SAL000316,STRX000316,PRD0316,20,600,432,0,60,,,,,Online grocery dataset sales row; status=Discontinued; turnover=7,LOC001
SAL000317,STRX000317,PRD0317,57,700,504,0,59,,,,,Online grocery dataset sales row; status=Active; turnover=50,LOC002
SAL000318,STRX000318,PRD0318,34,550,396,0,69,,,,,Online grocery dataset sales row; status=Backordered; turnover=26,LOC003
SAL000319,STRX000319,PRD0319,73,700,504,0,79,,,,,Online grocery dataset sales row; status=Active; turnover=36,LOC004
SAL000320,STRX000320,PRD0320,60,900,648,0,24,,,,,Online grocery dataset sales row; status=Active; turnover=41,LOC005
SAL000321,STRX000321,PRD0321,25,245,176,0,32,,,,,Online grocery dataset sales row; status=Backordered; turnover=9,LOC001
SAL000322,STRX000322,PRD0322,21,400,288,0,48,,,,,Online grocery dataset sales row; status=Discontinued; turnover=90,LOC002
SAL000323,STRX000323,PRD0323,97,250,180,0,91,,,,,Online grocery dataset sales row; status=Active; turnover=88,LOC003
SAL000324,STRX000324,PRD0324,91,2000,1440,0,64,,,,,Online grocery dataset sales row; status=Backordered; turnover=35,LOC004
SAL000325,STRX000325,PRD0325,57,550,396,0,27,,,,,Online grocery dataset sales row; status=Discontinued; turnover=37,LOC005
SAL000326,STRX000326,PRD0326,87,5382,3875,0,25,,,,,Online grocery dataset sales row; status=Discontinued; turnover=5,LOC001
SAL000327,STRX000327,PRD0327,61,400,288,0,59,,,,,Online grocery dataset sales row; status=Discontinued; turnover=3,LOC002
SAL000328,STRX000328,PRD0328,71,200,144,0,55,,,,,Online grocery dataset sales row; status=Active; turnover=46,LOC003
SAL000329,STRX000329,PRD0329,81,800,576,0,20,,,,,Online grocery dataset sales row; status=Active; turnover=62,LOC004
SAL000330,STRX000330,PRD0330,39,200,144,0,16,,,,,Online grocery dataset sales row; status=Active; turnover=30,LOC005
SAL000331,STRX000331,PRD0331,82,250,180,0,67,,,,,Online grocery dataset sales row; status=Active; turnover=51,LOC001
SAL000332,STRX000332,PRD0332,34,150,108,0,82,,,,,Online grocery dataset sales row; status=Discontinued; turnover=22,LOC002
SAL000333,STRX000333,PRD0333,66,150,108,0,10,,,,,Online grocery dataset sales row; status=Active; turnover=43,LOC003
SAL000334,STRX000334,PRD0334,30,160,115,0,39,,,,,Online grocery dataset sales row; status=Backordered; turnover=41,LOC004
SAL000335,STRX000335,PRD0335,45,400,288,0,17,,,,,Online grocery dataset sales row; status=Discontinued; turnover=96,LOC005
SAL000336,STRX000336,PRD0336,38,600,432,0,8,,,,,Online grocery dataset sales row; status=Active; turnover=81,LOC001
SAL000337,STRX000337,PRD0337,82,250,180,0,97,,,,,Online grocery dataset sales row; status=Backordered; turnover=100,LOC002
SAL000338,STRX000338,PRD0338,50,610,439,0,23,,,,,Online grocery dataset sales row; status=Backordered; turnover=27,LOC003
SAL000339,STRX000339,PRD0339,36,250,180,0,79,,,,,Online grocery dataset sales row; status=Discontinued; turnover=100,LOC004
SAL000340,STRX000340,PRD0340,81,1150,828,0,68,,,,,Online grocery dataset sales row; status=Backordered; turnover=85,LOC005
SAL000341,STRX000341,PRD0341,85,470,338,0,58,,,,,Online grocery dataset sales row; status=Active; turnover=63,LOC001
SAL000342,STRX000342,PRD0342,61,2000,1440,0,29,,,,,Online grocery dataset sales row; status=Active; turnover=44,LOC002
SAL000343,STRX000343,PRD0343,70,300,216,0,56,,,,,Online grocery dataset sales row; status=Discontinued; turnover=100,LOC003
SAL000344,STRX000344,PRD0344,59,400,288,0,73,,,,,Online grocery dataset sales row; status=Active; turnover=65,LOC004
SAL000345,STRX000345,PRD0345,79,890,640,0,60,,,,,Online grocery dataset sales row; status=Active; turnover=46,LOC005
SAL000346,STRX000346,PRD0346,66,250,180,0,100,,,,,Online grocery dataset sales row; status=Discontinued; turnover=28,LOC001
SAL000347,STRX000347,PRD0347,71,800,576,0,84,,,,,Online grocery dataset sales row; status=Active; turnover=20,LOC002
SAL000348,STRX000348,PRD0348,29,300,216,0,20,,,,,Online grocery dataset sales row; status=Backordered; turnover=59,LOC003
SAL000349,STRX000349,PRD0349,83,250,180,0,24,,,,,Online grocery dataset sales row; status=Discontinued; turnover=3,LOC004
SAL000350,STRX000350,PRD0350,85,2500,1800,0,81,,,,,Online grocery dataset sales row; status=Active; turnover=78,LOC005
SAL000351,STRX000351,PRD0351,21,500,360,0,53,,,,,Online grocery dataset sales row; status=Discontinued; turnover=29,LOC001
SAL000352,STRX000352,PRD0352,25,350,252,0,35,,,,,Online grocery dataset sales row; status=Active; turnover=13,LOC002
SAL000353,STRX000353,PRD0353,68,450,324,0,49,,,,,Online grocery dataset sales row; status=Discontinued; turnover=74,LOC003
SAL000354,STRX000354,PRD0354,26,450,324,0,85,,,,,Online grocery dataset sales row; status=Discontinued; turnover=68,LOC004
SAL000355,STRX000355,PRD0355,63,550,396,0,61,,,,,Online grocery dataset sales row; status=Backordered; turnover=75,LOC005
SAL000356,STRX000356,PRD0356,48,285,205,0,95,,,,,Online grocery dataset sales row; status=Discontinued; turnover=82,LOC001
SAL000357,STRX000357,PRD0357,49,300,216,0,3,,,,,Online grocery dataset sales row; status=Backordered; turnover=17,LOC002
SAL000358,STRX000358,PRD0358,85,190,136,0,31,,,,,Online grocery dataset sales row; status=Discontinued; turnover=42,LOC003
SAL000359,STRX000359,PRD0359,65,400,288,0,81,,,,,Online grocery dataset sales row; status=Active; turnover=68,LOC004
SAL000360,STRX000360,PRD0360,29,650,468,0,95,,,,,Online grocery dataset sales row; status=Backordered; turnover=46,LOC005
SAL000361,STRX000361,PRD0361,78,250,180,0,14,,,,,Online grocery dataset sales row; status=Backordered; turnover=4,LOC001
SAL000362,STRX000362,PRD0362,21,500,360,0,55,,,,,Online grocery dataset sales row; status=Discontinued; turnover=13,LOC002
SAL000363,STRX000363,PRD0363,84,500,360,0,12,,,,,Online grocery dataset sales row; status=Backordered; turnover=95,LOC003
SAL000364,STRX000364,PRD0364,63,1000,720,0,6,,,,,Online grocery dataset sales row; status=Discontinued; turnover=29,LOC004
SAL000365,STRX000365,PRD0365,30,150,108,0,40,,,,,Online grocery dataset sales row; status=Active; turnover=53,LOC005
SAL000366,STRX000366,PRD0366,30,200,144,0,20,,,,,Online grocery dataset sales row; status=Backordered; turnover=57,LOC001
SAL000367,STRX000367,PRD0367,61,1500,1080,0,83,,,,,Online grocery dataset sales row; status=Discontinued; turnover=59,LOC002
SAL000368,STRX000368,PRD0368,64,120,86,0,16,,,,,Online grocery dataset sales row; status=Discontinued; turnover=79,LOC003
SAL000369,STRX000369,PRD0369,88,1200,864,0,38,,,,,Online grocery dataset sales row; status=Backordered; turnover=65,LOC004
SAL000370,STRX000370,PRD0370,54,250,180,0,20,,,,,Online grocery dataset sales row; status=Backordered; turnover=24,LOC005
SAL000371,STRX000371,PRD0371,70,245,176,0,73,,,,,Online grocery dataset sales row; status=Backordered; turnover=48,LOC001
SAL000372,STRX000372,PRD0372,76,400,288,0,100,,,,,Online grocery dataset sales row; status=Backordered; turnover=2,LOC002
SAL000373,STRX000373,PRD0373,95,700,504,0,40,,,,,Online grocery dataset sales row; status=Active; turnover=26,LOC003
SAL000374,STRX000374,PRD0374,81,850,612,0,54,,,,,Online grocery dataset sales row; status=Active; turnover=37,LOC004
SAL000375,STRX000375,PRD0375,97,800,576,0,47,,,,,Online grocery dataset sales row; status=Backordered; turnover=47,LOC005
SAL000376,STRX000376,PRD0376,78,800,576,0,50,,,,,Online grocery dataset sales row; status=Discontinued; turnover=28,LOC001
SAL000377,STRX000377,PRD0377,94,500,360,0,42,,,,,Online grocery dataset sales row; status=Backordered; turnover=81,LOC002
SAL000378,STRX000378,PRD0378,40,1000,720,0,21,,,,,Online grocery dataset sales row; status=Discontinued; turnover=59,LOC003
SAL000379,STRX000379,PRD0379,92,450,324,0,95,,,,,Online grocery dataset sales row; status=Active; turnover=14,LOC004
SAL000380,STRX000380,PRD0380,93,400,288,0,38,,,,,Online grocery dataset sales row; status=Active; turnover=32,LOC005
SAL000381,STRX000381,PRD0381,62,175,126,0,98,,,,,Online grocery dataset sales row; status=Backordered; turnover=48,LOC001
SAL000382,STRX000382,PRD0382,64,700,504,0,43,,,,,Online grocery dataset sales row; status=Active; turnover=53,LOC002
SAL000383,STRX000383,PRD0383,98,200,144,0,3,,,,,Online grocery dataset sales row; status=Backordered; turnover=91,LOC003
SAL000384,STRX000384,PRD0384,64,310,223,0,87,,,,,Online grocery dataset sales row; status=Discontinued; turnover=69,LOC004
SAL000385,STRX000385,PRD0385,60,500,360,0,78,,,,,Online grocery dataset sales row; status=Discontinued; turnover=25,LOC005
SAL000386,STRX000386,PRD0386,39,350,252,0,63,,,,,Online grocery dataset sales row; status=Discontinued; turnover=77,LOC001
SAL000387,STRX000387,PRD0387,58,620,446,0,1,,,,,Online grocery dataset sales row; status=Discontinued; turnover=36,LOC002
SAL000388,STRX000388,PRD0388,66,750,540,0,25,,,,,Online grocery dataset sales row; status=Backordered; turnover=14,LOC003
SAL000389,STRX000389,PRD0389,93,350,252,0,63,,,,,Online grocery dataset sales row; status=Backordered; turnover=26,LOC004
SAL000390,STRX000390,PRD0390,73,475,342,0,81,,,,,Online grocery dataset sales row; status=Discontinued; turnover=60,LOC005
SAL000391,STRX000391,PRD0391,56,800,576,0,79,,,,,Online grocery dataset sales row; status=Discontinued; turnover=94,LOC001
SAL000392,STRX000392,PRD0392,35,450,324,0,28,,,,,Online grocery dataset sales row; status=Discontinued; turnover=16,LOC002
SAL000393,STRX000393,PRD0393,95,250,180,0,78,,,,,Online grocery dataset sales row; status=Discontinued; turnover=91,LOC003
SAL000394,STRX000394,PRD0394,81,150,108,0,83,,,,,Online grocery dataset sales row; status=Discontinued; turnover=89,LOC004
SAL000395,STRX000395,PRD0395,42,500,360,0,75,,,,,Online grocery dataset sales row; status=Backordered; turnover=53,LOC005
SAL000396,STRX000396,PRD0396,38,600,432,0,94,,,,,Online grocery dataset sales row; status=Active; turnover=11,LOC001
SAL000397,STRX000397,PRD0397,76,150,108,0,10,,,,,Online grocery dataset sales row; status=Backordered; turnover=38,LOC002
SAL000398,STRX000398,PRD0398,99,900,648,0,81,,,,,Online grocery dataset sales row; status=Backordered; turnover=3,LOC003
SAL000399,STRX000399,PRD0399,35,450,324,0,91,,,,,Online grocery dataset sales row; status=Active; turnover=50,LOC004
SAL000400,STRX000400,PRD0400,46,650,468,0,15,,,,,Online grocery dataset sales row; status=Discontinued; turnover=24,LOC005
SAL000401,STRX000401,PRD0401,98,210,151,0,90,,,,,Online grocery dataset sales row; status=Active; turnover=85,LOC001
SAL000402,STRX000402,PRD0402,100,400,288,0,79,,,,,Online grocery dataset sales row; status=Discontinued; turnover=9,LOC002
SAL000403,STRX000403,PRD0403,35,500,360,0,98,,,,,Online grocery dataset sales row; status=Backordered; turnover=98,LOC003
SAL000404,STRX000404,PRD0404,23,600,432,0,4,,,,,Online grocery dataset sales row; status=Discontinued; turnover=39,LOC004
SAL000405,STRX000405,PRD0405,32,1000,720,0,77,,,,,Online grocery dataset sales row; status=Discontinued; turnover=24,LOC005
SAL000406,STRX000406,PRD0406,54,670,482,0,92,,,,,Online grocery dataset sales row; status=Backordered; turnover=85,LOC001
SAL000407,STRX000407,PRD0407,21,700,504,0,65,,,,,Online grocery dataset sales row; status=Discontinued; turnover=42,LOC002
SAL000408,STRX000408,PRD0408,69,900,648,0,28,,,,,Online grocery dataset sales row; status=Backordered; turnover=51,LOC003
SAL000409,STRX000409,PRD0409,47,600,432,0,24,,,,,Online grocery dataset sales row; status=Active; turnover=71,LOC004
SAL000410,STRX000410,PRD0410,50,600,432,0,14,,,,,Online grocery dataset sales row; status=Backordered; turnover=5,LOC005
SAL000411,STRX000411,PRD0411,30,350,252,0,57,,,,,Online grocery dataset sales row; status=Discontinued; turnover=42,LOC001
SAL000412,STRX000412,PRD0412,46,300,216,0,28,,,,,Online grocery dataset sales row; status=Backordered; turnover=88,LOC002
SAL000413,STRX000413,PRD0413,78,600,432,0,65,,,,,Online grocery dataset sales row; status=Backordered; turnover=73,LOC003
SAL000414,STRX000414,PRD0414,50,175,126,0,92,,,,,Online grocery dataset sales row; status=Discontinued; turnover=67,LOC004
SAL000415,STRX000415,PRD0415,92,300,216,0,85,,,,,Online grocery dataset sales row; status=Backordered; turnover=72,LOC005
SAL000416,STRX000416,PRD0416,58,100,72,0,1,,,,,Online grocery dataset sales row; status=Discontinued; turnover=55,LOC001
SAL000417,STRX000417,PRD0417,71,200,144,0,10,,,,,Online grocery dataset sales row; status=Backordered; turnover=61,LOC002
SAL000418,STRX000418,PRD0418,77,1531,1102,0,29,,,,,Online grocery dataset sales row; status=Backordered; turnover=27,LOC003
SAL000419,STRX000419,PRD0419,50,800,576,0,17,,,,,Online grocery dataset sales row; status=Active; turnover=65,LOC004
SAL000420,STRX000420,PRD0420,63,900,648,0,65,,,,,Online grocery dataset sales row; status=Backordered; turnover=7,LOC005
SAL000421,STRX000421,PRD0421,26,290,208,0,75,,,,,Online grocery dataset sales row; status=Discontinued; turnover=41,LOC001
SAL000422,STRX000422,PRD0422,45,500,360,0,20,,,,,Online grocery dataset sales row; status=Discontinued; turnover=15,LOC002
SAL000423,STRX000423,PRD0423,48,150,108,0,10,,,,,Online grocery dataset sales row; status=Discontinued; turnover=65,LOC003
SAL000424,STRX000424,PRD0424,80,1550,1116,0,77,,,,,Online grocery dataset sales row; status=Discontinued; turnover=42,LOC004
SAL000425,STRX000425,PRD0425,49,900,648,0,80,,,,,Online grocery dataset sales row; status=Backordered; turnover=40,LOC005
SAL000426,STRX000426,PRD0426,89,1500,1080,0,72,,,,,Online grocery dataset sales row; status=Active; turnover=4,LOC001
SAL000427,STRX000427,PRD0427,34,1000,720,0,64,,,,,Online grocery dataset sales row; status=Discontinued; turnover=48,LOC002
SAL000428,STRX000428,PRD0428,38,240,172,0,6,,,,,Online grocery dataset sales row; status=Backordered; turnover=70,LOC003
SAL000429,STRX000429,PRD0429,48,250,180,0,78,,,,,Online grocery dataset sales row; status=Backordered; turnover=98,LOC004
SAL000430,STRX000430,PRD0430,31,150,108,0,60,,,,,Online grocery dataset sales row; status=Backordered; turnover=41,LOC005
SAL000431,STRX000431,PRD0431,78,1180,849,0,9,,,,,Online grocery dataset sales row; status=Active; turnover=67,LOC001
SAL000432,STRX000432,PRD0432,80,750,540,0,29,,,,,Online grocery dataset sales row; status=Backordered; turnover=43,LOC002
SAL000433,STRX000433,PRD0433,61,450,324,0,4,,,,,Online grocery dataset sales row; status=Active; turnover=73,LOC003
SAL000434,STRX000434,PRD0434,74,350,252,0,71,,,,,Online grocery dataset sales row; status=Active; turnover=57,LOC004
SAL000435,STRX000435,PRD0435,57,200,144,0,64,,,,,Online grocery dataset sales row; status=Active; turnover=4,LOC005
SAL000436,STRX000436,PRD0436,76,245,176,0,90,,,,,Online grocery dataset sales row; status=Active; turnover=78,LOC001
SAL000437,STRX000437,PRD0437,23,400,288,0,67,,,,,Online grocery dataset sales row; status=Discontinued; turnover=78,LOC002
SAL000438,STRX000438,PRD0438,27,1800,1296,0,33,,,,,Online grocery dataset sales row; status=Backordered; turnover=73,LOC003
SAL000439,STRX000439,PRD0439,82,250,180,0,24,,,,,Online grocery dataset sales row; status=Discontinued; turnover=5,LOC004
SAL000440,STRX000440,PRD0440,48,700,504,0,42,,,,,Online grocery dataset sales row; status=Active; turnover=23,LOC005
SAL000441,STRX000441,PRD0441,39,2000,1440,0,83,,,,,Online grocery dataset sales row; status=Active; turnover=79,LOC001
SAL000442,STRX000442,PRD0442,89,250,180,0,88,,,,,Online grocery dataset sales row; status=Backordered; turnover=37,LOC002
SAL000443,STRX000443,PRD0443,35,200,144,0,3,,,,,Online grocery dataset sales row; status=Active; turnover=22,LOC003
SAL000444,STRX000444,PRD0444,33,250,180,0,60,,,,,Online grocery dataset sales row; status=Backordered; turnover=31,LOC004
SAL000445,STRX000445,PRD0445,85,400,288,0,54,,,,,Online grocery dataset sales row; status=Discontinued; turnover=44,LOC005
