purchase_id,product_id,quantity,unit_cost,supplier_id,transaction_id,note,location_id
PUR00237,PRD0237,54,720,SUP237,PTRX00237,Online grocery dataset purchase row; last_order_date=7/14/2024,LOC002
PUR00238,PRD0238,57,288,SUP238,PTRX00238,Online grocery dataset purchase row; last_order_date=04-09-24,LOC003
PUR00239,PRD0239,31,504,SUP239,PTRX00239,Online grocery dataset purchase row; last_order_date=06-03-24,LOC004
PUR00240,PRD0240,75,684,SUP240,PTRX00240,Online grocery dataset purchase row; last_order_date=9/30/2024,LOC005
PUR00241,PRD0241,48,360,SUP241,PTRX00241,Online grocery dataset purchase row; last_order_date=04-04-24,LOC001
PUR00242,PRD0242,93,648,SUP242,PTRX00242,Online grocery dataset purchase row; last_order_date=8/20/2024,LOC002
PUR00243,PRD0243,25,72,SUP243,PTRX00243,Online grocery dataset purchase row; last_order_date=2/21/2025,LOC003
PUR00244,PRD0244,21,288,SUP244,PTRX00244,Online grocery dataset purchase row; last_order_date=2/21/2025,LOC004
PUR00245,PRD0245,6,540,SUP245,PTRX00245,Online grocery dataset purchase row; last_order_date=12-02-24,LOC005
PUR00246,PRD0246,15,180,SUP246,PTRX00246,Online grocery dataset purchase row; last_order_date=02-03-25,LOC001
PUR00247,PRD0247,86,180,SUP247,PTRX00247,Online grocery dataset purchase row; last_order_date=11/16/2024,LOC002
PUR00248,PRD0248,17,331,SUP248,PTRX00248,Online grocery dataset purchase row; last_order_date=01-06-25,LOC003
PUR00249,PRD0249,99,684,SUP249,PTRX00249,Online grocery dataset purchase row; last_order_date=7/26/2024,LOC004
PUR00250,PRD0250,24,180,SUP250,PTRX00250,Online grocery dataset purchase row; last_order_date=6/29/2024,LOC005
PUR00251,PRD0251,73,223,SUP251,PTRX00251,Online grocery dataset purchase row; last_order_date=1/17/2025,LOC001
PUR00252,PRD0252,22,432,SUP252,PTRX00252,Online grocery dataset purchase row; last_order_date=8/15/2024,LOC002
PUR00253,PRD0253,25,360,SUP253,PTRX00253,Online grocery dataset purchase row; last_order_date=2/24/2025,LOC003
PUR00254,PRD0254,21,216,SUP254,PTRX00254,Online grocery dataset purchase row; last_order_date=6/30/2024,LOC004
PUR00255,PRD0255,41,108,SUP255,PTRX00255,Online grocery dataset purchase row; last_order_date=2/17/2025,LOC005
PUR00256,PRD0256,28,288,SUP256,PTRX00256,Online grocery dataset purchase row; last_order_date=1/16/2025,LOC001
PUR00257,PRD0257,77,324,SUP257,PTRX00257,Online grocery dataset purchase row; last_order_date=12/28/2024,LOC002
PUR00258,PRD0258,69,144,SUP258,PTRX00258,Online grocery dataset purchase row; last_order_date=06-04-24,LOC003
PUR00259,PRD0259,75,324,SUP259,PTRX00259,Online grocery dataset purchase row; last_order_date=4/24/2024,LOC004
PUR00260,PRD0260,84,504,SUP260,PTRX00260,Online grocery dataset purchase row; last_order_date=8/29/2024,LOC005
PUR00261,PRD0261,33,72,SUP261,PTRX00261,Online grocery dataset purchase row; last_order_date=02-03-25,LOC001
PUR00262,PRD0262,67,129,SUP262,PTRX00262,Online grocery dataset purchase row; last_order_date=4/13/2024,LOC002
PUR00263,PRD0263,92,108,SUP263,PTRX00263,Online grocery dataset purchase row; last_order_date=10/25/2024,LOC003
PUR00264,PRD0264,32,662,SUP264,PTRX00264,Online grocery dataset purchase row; last_order_date=5/28/2024,LOC004
PUR00265,PRD0265,50,108,SUP265,PTRX00265,Online grocery dataset purchase row; last_order_date=11/21/2024,LOC005
PUR00266,PRD0266,2,216,SUP266,PTRX00266,Online grocery dataset purchase row; last_order_date=4/28/2024,LOC001
PUR00267,PRD0267,25,1512,SUP267,PTRX00267,Online grocery dataset purchase row; last_order_date=11/27/2024,LOC002
PUR00268,PRD0268,41,396,SUP268,PTRX00268,Online grocery dataset purchase row; last_order_date=5/20/2024,LOC003
PUR00269,PRD0269,3,504,SUP269,PTRX00269,Online grocery dataset purchase row; last_order_date=12/18/2024,LOC004
PUR00270,PRD0270,32,432,SUP270,PTRX00270,Online grocery dataset purchase row; last_order_date=8/26/2024,LOC005
PUR00271,PRD0271,17,756,SUP271,PTRX00271,Online grocery dataset purchase row; last_order_date=12-06-24,LOC001
PUR00272,PRD0272,8,216,SUP272,PTRX00272,Online grocery dataset purchase row; last_order_date=3/31/2024,LOC002
PUR00273,PRD0273,41,180,SUP273,PTRX00273,Online grocery dataset purchase row; last_order_date=2/19/2025,LOC003
PUR00274,PRD0274,54,172,SUP274,PTRX00274,Online grocery dataset purchase row; last_order_date=09-09-24,LOC004
PUR00275,PRD0275,39,432,SUP275,PTRX00275,Online grocery dataset purchase row; last_order_date=11-07-24,LOC005
PUR00276,PRD0276,84,129,SUP276,PTRX00276,Online grocery dataset purchase row; last_order_date=7/28/2024,LOC001
PUR00277,PRD0277,15,129,SUP277,PTRX00277,Online grocery dataset purchase row; last_order_date=5/25/2024,LOC002
PUR00278,PRD0278,51,576,SUP278,PTRX00278,Online grocery dataset purchase row; last_order_date=5/15/2024,LOC003
PUR00279,PRD0279,78,1440,SUP279,PTRX00279,Online grocery dataset purchase row; last_order_date=7/16/2024,LOC004
PUR00280,PRD0280,17,828,SUP280,PTRX00280,Online grocery dataset purchase row; last_order_date=06-08-24,LOC005
PUR00281,PRD0281,21,144,SUP281,PTRX00281,Online grocery dataset purchase row; last_order_date=09-10-24,LOC001
PUR00282,PRD0282,50,288,SUP282,PTRX00282,Online grocery dataset purchase row; last_order_date=4/15/2024,LOC002
PUR00283,PRD0283,65,288,SUP283,PTRX00283,Online grocery dataset purchase row; last_order_date=3/17/2024,LOC003
PUR00284,PRD0284,71,360,SUP284,PTRX00284,Online grocery dataset purchase row; last_order_date=5/16/2024,LOC004
PUR00285,PRD0285,23,504,SUP285,PTRX00285,Online grocery dataset purchase row; last_order_date=8/17/2024,LOC005
PUR00286,PRD0286,77,144,SUP286,PTRX00286,Online grocery dataset purchase row; last_order_date=08-10-24,LOC001
PUR00287,PRD0287,61,547,SUP287,PTRX00287,Online grocery dataset purchase row; last_order_date=6/18/2024,LOC002
PUR00288,PRD0288,72,288,SUP288,PTRX00288,Online grocery dataset purchase row; last_order_date=9/25/2024,LOC003
PUR00289,PRD0289,100,324,SUP289,PTRX00289,Online grocery dataset purchase row; last_order_date=9/15/2024,LOC004
PUR00290,PRD0290,22,720,SUP290,PTRX00290,Online grocery dataset purchase row; last_order_date=02-11-25,LOC005
PUR00291,PRD0291,25,720,SUP291,PTRX00291,Online grocery dataset purchase row; last_order_date=09-04-24,LOC001
PUR00292,PRD0292,62,280,SUP292,PTRX00292,Online grocery dataset purchase row; last_order_date=01-10-25,LOC002
PUR00293,PRD0293,63,126,SUP293,PTRX00293,Online grocery dataset purchase row; last_order_date=6/27/2024,LOC003
PUR00294,PRD0294,65,144,SUP294,PTRX00294,Online grocery dataset purchase row; last_order_date=10-04-24,LOC004
PUR00295,PRD0295,27,1296,SUP295,PTRX00295,Online grocery dataset purchase row; last_order_date=10-05-24,LOC005
PUR00296,PRD0296,20,720,SUP296,PTRX00296,Online grocery dataset purchase row; last_order_date=2/23/2025,LOC001
PUR00297,PRD0297,45,252,SUP297,PTRX00297,Online grocery dataset purchase row; last_order_date=1/27/2025,LOC002
PUR00298,PRD0298,37,216,SUP298,PTRX00298,Online grocery dataset purchase row; last_order_date=10/24/2024,LOC003
PUR00299,PRD0299,37,180,SUP299,PTRX00299,Online grocery dataset purchase row; last_order_date=07-10-24,LOC004
PUR00300,PRD0300,90,216,SUP300,PTRX00300,Online grocery dataset purchase row; last_order_date=6/19/2024,LOC005
PUR00301,PRD0301,54,648,SUP301,PTRX00301,Online grocery dataset purchase row; last_order_date=4/23/2024,LOC001
PUR00302,PRD0302,44,720,SUP302,PTRX00302,Online grocery dataset purchase row; last_order_date=11/18/2024,LOC002
PUR00303,PRD0303,89,432,SUP303,PTRX00303,Online grocery dataset purchase row; last_order_date=6/20/2024,LOC003
PUR00304,PRD0304,53,432,SUP304,PTRX00304,Online grocery dataset purchase row; last_order_date=10-03-24,LOC004
PUR00305,PRD0305,21,360,SUP305,PTRX00305,Online grocery dataset purchase row; last_order_date=7/28/2024,LOC005
PUR00306,PRD0306,58,180,SUP306,PTRX00306,Online grocery dataset purchase row; last_order_date=01-10-25,LOC001
PUR00307,PRD0307,43,648,SUP307,PTRX00307,Online grocery dataset purchase row; last_order_date=01-06-25,LOC002
PUR00308,PRD0308,26,72,SUP308,PTRX00308,Online grocery dataset purchase row; last_order_date=02-07-25,LOC003
PUR00309,PRD0309,93,864,SUP309,PTRX00309,Online grocery dataset purchase row; last_order_date=07-12-24,LOC004
PUR00310,PRD0310,94,216,SUP310,PTRX00310,Online grocery dataset purchase row; last_order_date=04-10-24,LOC005
PUR00311,PRD0311,85,396,SUP311,PTRX00311,Online grocery dataset purchase row; last_order_date=3/19/2024,LOC001
PUR00312,PRD0312,86,108,SUP312,PTRX00312,Online grocery dataset purchase row; last_order_date=12-07-24,LOC002
PUR00313,PRD0313,26,1440,SUP313,PTRX00313,Online grocery dataset purchase row; last_order_date=10-10-24,LOC003
PUR00314,PRD0314,62,324,SUP314,PTRX00314,Online grocery dataset purchase row; last_order_date=1/16/2025,LOC004
PUR00315,PRD0315,75,468,SUP315,PTRX00315,Online grocery dataset purchase row; last_order_date=04-03-24,LOC005
PUR00316,PRD0316,67,432,SUP316,PTRX00316,Online grocery dataset purchase row; last_order_date=5/24/2024,LOC001
PUR00317,PRD0317,10,504,SUP317,PTRX00317,Online grocery dataset purchase row; last_order_date=11-10-24,LOC002
PUR00318,PRD0318,87,396,SUP318,PTRX00318,Online grocery dataset purchase row; last_order_date=6/15/2024,LOC003
PUR00319,PRD0319,98,504,SUP319,PTRX00319,Online grocery dataset purchase row; last_order_date=08-11-24,LOC004
PUR00320,PRD0320,31,648,SUP320,PTRX00320,Online grocery dataset purchase row; last_order_date=06-03-24,LOC005
PUR00321,PRD0321,80,176,SUP321,PTRX00321,Online grocery dataset purchase row; last_order_date=11/17/2024,LOC001
PUR00322,PRD0322,22,288,SUP322,PTRX00322,Online grocery dataset purchase row; last_order_date=2/18/2025,LOC002
PUR00323,PRD0323,34,180,SUP323,PTRX00323,Online grocery dataset purchase row; last_order_date=11/18/2024,LOC003
PUR00324,PRD0324,63,1440,SUP324,PTRX00324,Online grocery dataset purchase row; last_order_date=2/18/2025,LOC004
PUR00325,PRD0325,92,396,SUP325,PTRX00325,Online grocery dataset purchase row; last_order_date=4/30/2024,LOC005
PUR00326,PRD0326,91,3875,SUP326,PTRX00326,Online grocery dataset purchase row; last_order_date=4/24/2024,LOC001
PUR00327,PRD0327,76,288,SUP327,PTRX00327,Online grocery dataset purchase row; last_order_date=1/14/2025,LOC002
PUR00328,PRD0328,5,144,SUP328,PTRX00328,Online grocery dataset purchase row; last_order_date=2/18/2025,LOC003
PUR00329,PRD0329,45,576,SUP329,PTRX00329,Online grocery dataset purchase row; last_order_date=10/18/2024,LOC004
PUR00330,PRD0330,93,144,SUP330,PTRX00330,Online grocery dataset purchase row; last_order_date=03-03-24,LOC005
PUR00331,PRD0331,15,180,SUP331,PTRX00331,Online grocery dataset purchase row; last_order_date=03-10-24,LOC001
PUR00332,PRD0332,58,108,SUP332,PTRX00332,Online grocery dataset purchase row; last_order_date=4/29/2024,LOC002
PUR00333,PRD0333,49,108,SUP333,PTRX00333,Online grocery dataset purchase row; last_order_date=3/16/2024,LOC003
PUR00334,PRD0334,50,115,SUP334,PTRX00334,Online grocery dataset purchase row; last_order_date=12-07-24,LOC004
PUR00335,PRD0335,54,288,SUP335,PTRX00335,Online grocery dataset purchase row; last_order_date=11/30/2024,LOC005
PUR00336,PRD0336,37,432,SUP336,PTRX00336,Online grocery dataset purchase row; last_order_date=8/15/2024,LOC001
PUR00337,PRD0337,29,180,SUP337,PTRX00337,Online grocery dataset purchase row; last_order_date=7/17/2024,LOC002
PUR00338,PRD0338,76,439,SUP338,PTRX00338,Online grocery dataset purchase row; last_order_date=02-09-25,LOC003
PUR00339,PRD0339,87,180,SUP339,PTRX00339,Online grocery dataset purchase row; last_order_date=04-04-24,LOC004
PUR00340,PRD0340,80,828,SUP340,PTRX00340,Online grocery dataset purchase row; last_order_date=10/14/2024,LOC005
PUR00341,PRD0341,28,338,SUP341,PTRX00341,Online grocery dataset purchase row; last_order_date=08-05-24,LOC001
PUR00342,PRD0342,70,1440,SUP342,PTRX00342,Online grocery dataset purchase row; last_order_date=12-07-24,LOC002
PUR00343,PRD0343,63,216,SUP343,PTRX00343,Online grocery dataset purchase row; last_order_date=5/16/2024,LOC003
PUR00344,PRD0344,14,288,SUP344,PTRX00344,Online grocery dataset purchase row; last_order_date=09-07-24,LOC004
PUR00345,PRD0345,21,640,SUP345,PTRX00345,Online grocery dataset purchase row; last_order_date=10-02-24,LOC005
PUR00346,PRD0346,83,180,SUP346,PTRX00346,Online grocery dataset purchase row; last_order_date=7/21/2024,LOC001
PUR00347,PRD0347,72,576,SUP347,PTRX00347,Online grocery dataset purchase row; last_order_date=12-08-24,LOC002
PUR00348,PRD0348,72,216,SUP348,PTRX00348,Online grocery dataset purchase row; last_order_date=02-06-25,LOC003
PUR00349,PRD0349,19,180,SUP349,PTRX00349,Online grocery dataset purchase row; last_order_date=12/13/2024,LOC004
PUR00350,PRD0350,66,1800,SUP350,PTRX00350,Online grocery dataset purchase row; last_order_date=2/13/2025,LOC005
PUR00351,PRD0351,12,360,SUP351,PTRX00351,Online grocery dataset purchase row; last_order_date=1/20/2025,LOC001
PUR00352,PRD0352,3,252,SUP352,PTRX00352,Online grocery dataset purchase row; last_order_date=1/18/2025,LOC002
PUR00353,PRD0353,40,324,SUP353,PTRX00353,Online grocery dataset purchase row; last_order_date=6/14/2024,LOC003
PUR00354,PRD0354,27,324,SUP354,PTRX00354,Online grocery dataset purchase row; last_order_date=06-09-24,LOC004
PUR00355,PRD0355,23,396,SUP355,PTRX00355,Online grocery dataset purchase row; last_order_date=7/31/2024,LOC005
PUR00356,PRD0356,22,205,SUP356,PTRX00356,Online grocery dataset purchase row; last_order_date=5/14/2024,LOC001
PUR00357,PRD0357,33,216,SUP357,PTRX00357,Online grocery dataset purchase row; last_order_date=9/14/2024,LOC002
PUR00358,PRD0358,91,136,SUP358,PTRX00358,Online grocery dataset purchase row; last_order_date=08-04-24,LOC003
PUR00359,PRD0359,85,288,SUP359,PTRX00359,Online grocery dataset purchase row; last_order_date=12-10-24,LOC004
PUR00360,PRD0360,82,468,SUP360,PTRX00360,Online grocery dataset purchase row; last_order_date=10/19/2024,LOC005
PUR00361,PRD0361,77,180,SUP361,PTRX00361,Online grocery dataset purchase row; last_order_date=05-12-24,LOC001
PUR00362,PRD0362,76,360,SUP362,PTRX00362,Online grocery dataset purchase row; last_order_date=9/26/2024,LOC002
PUR00363,PRD0363,73,360,SUP363,PTRX00363,Online grocery dataset purchase row; last_order_date=01-11-25,LOC003
PUR00364,PRD0364,64,720,SUP364,PTRX00364,Online grocery dataset purchase row; last_order_date=6/23/2024,LOC004
PUR00365,PRD0365,93,108,SUP365,PTRX00365,Online grocery dataset purchase row; last_order_date=02-11-25,LOC005
PUR00366,PRD0366,74,144,SUP366,PTRX00366,Online grocery dataset purchase row; last_order_date=08-03-24,LOC001
PUR00367,PRD0367,42,1080,SUP367,PTRX00367,Online grocery dataset purchase row; last_order_date=09-09-24,LOC002
PUR00368,PRD0368,69,86,SUP368,PTRX00368,Online grocery dataset purchase row; last_order_date=3/26/2024,LOC003
PUR00369,PRD0369,63,864,SUP369,PTRX00369,Online grocery dataset purchase row; last_order_date=02-02-25,LOC004
PUR00370,PRD0370,30,180,SUP370,PTRX00370,Online grocery dataset purchase row; last_order_date=2/29/2024,LOC005
PUR00371,PRD0371,60,176,SUP371,PTRX00371,Online grocery dataset purchase row; last_order_date=08-11-24,LOC001
PUR00372,PRD0372,94,288,SUP372,PTRX00372,Online grocery dataset purchase row; last_order_date=1/14/2025,LOC002
PUR00373,PRD0373,30,504,SUP373,PTRX00373,Online grocery dataset purchase row; last_order_date=10-02-24,LOC003
PUR00374,PRD0374,21,612,SUP374,PTRX00374,Online grocery dataset purchase row; last_order_date=9/30/2024,LOC004
PUR00375,PRD0375,99,576,SUP375,PTRX00375,Online grocery dataset purchase row; last_order_date=07-03-24,LOC005
PUR00376,PRD0376,88,576,SUP376,PTRX00376,Online grocery dataset purchase row; last_order_date=11/13/2024,LOC001
PUR00377,PRD0377,76,360,SUP377,PTRX00377,Online grocery dataset purchase row; last_order_date=11/30/2024,LOC002
PUR00378,PRD0378,47,720,SUP378,PTRX00378,Online grocery dataset purchase row; last_order_date=8/16/2024,LOC003
PUR00379,PRD0379,36,324,SUP379,PTRX00379,Online grocery dataset purchase row; last_order_date=01-06-25,LOC004
PUR00380,PRD0380,24,288,SUP380,PTRX00380,Online grocery dataset purchase row; last_order_date=09-02-24,LOC005
PUR00381,PRD0381,41,126,SUP381,PTRX00381,Online grocery dataset purchase row; last_order_date=5/23/2024,LOC001
PUR00382,PRD0382,80,504,SUP382,PTRX00382,Online grocery dataset purchase row; last_order_date=09-05-24,LOC002
PUR00383,PRD0383,32,144,SUP383,PTRX00383,Online grocery dataset purchase row; last_order_date=10-01-24,LOC003
PUR00384,PRD0384,67,223,SUP384,PTRX00384,Online grocery dataset purchase row; last_order_date=1/23/2025,LOC004
PUR00385,PRD0385,79,360,SUP385,PTRX00385,Online grocery dataset purchase row; last_order_date=07-11-24,LOC005
PUR00386,PRD0386,99,252,SUP386,PTRX00386,Online grocery dataset purchase row; last_order_date=12/13/2024,LOC001
PUR00387,PRD0387,79,446,SUP387,PTRX00387,Online grocery dataset purchase row; last_order_date=12/20/2024,LOC002
PUR00388,PRD0388,94,540,SUP388,PTRX00388,Online grocery dataset purchase row; last_order_date=3/16/2024,LOC003
PUR00389,PRD0389,3,252,SUP389,PTRX00389,Online grocery dataset purchase row; last_order_date=8/24/2024,LOC004
PUR00390,PRD0390,54,342,SUP390,PTRX00390,Online grocery dataset purchase row; last_order_date=12/20/2024,LOC005
PUR00391,PRD0391,52,576,SUP391,PTRX00391,Online grocery dataset purchase row; last_order_date=10-03-24,LOC001
PUR00392,PRD0392,6,324,SUP392,PTRX00392,Online grocery dataset purchase row; last_order_date=1/23/2025,LOC002
PUR00393,PRD0393,68,180,SUP393,PTRX00393,Online grocery dataset purchase row; last_order_date=1/19/2025,LOC003
PUR00394,PRD0394,50,108,SUP394,PTRX00394,Online grocery dataset purchase row; last_order_date=3/30/2024,LOC004
PUR00395,PRD0395,13,360,SUP395,PTRX00395,Online grocery dataset purchase row; last_order_date=04-04-24,LOC005
PUR00396,PRD0396,18,432,SUP396,PTRX00396,Online grocery dataset purchase row; last_order_date=08-10-24,LOC001
PUR00397,PRD0397,89,108,SUP397,PTRX00397,Online grocery dataset purchase row; last_order_date=01-01-25,LOC002
PUR00398,PRD0398,99,648,SUP398,PTRX00398,Online grocery dataset purchase row; last_order_date=1/30/2025,LOC003
PUR00399,PRD0399,12,324,SUP399,PTRX00399,Online grocery dataset purchase row; last_order_date=12/13/2024,LOC004
PUR00400,PRD0400,16,468,SUP400,PTRX00400,Online grocery dataset purchase row; last_order_date=2/19/2025,LOC005
PUR00401,PRD0401,39,151,SUP401,PTRX00401,Online grocery dataset purchase row; last_order_date=2/28/2024,LOC001
PUR00402,PRD0402,49,288,SUP402,PTRX00402,Online grocery dataset purchase row; last_order_date=06-10-24,LOC002
PUR00403,PRD0403,92,360,SUP403,PTRX00403,Online grocery dataset purchase row; last_order_date=8/31/2024,LOC003
PUR00404,PRD0404,79,432,SUP404,PTRX00404,Online grocery dataset purchase row; last_order_date=06-02-24,LOC004
PUR00405,PRD0405,78,720,SUP405,PTRX00405,Online grocery dataset purchase row; last_order_date=8/28/2024,LOC005
PUR00406,PRD0406,66,482,SUP406,PTRX00406,Online grocery dataset purchase row; last_order_date=01-01-25,LOC001
PUR00407,PRD0407,5,504,SUP407,PTRX00407,Online grocery dataset purchase row; last_order_date=7/27/2024,LOC002
PUR00408,PRD0408,72,648,SUP408,PTRX00408,Online grocery dataset purchase row; last_order_date=2/28/2024,LOC003
PUR00409,PRD0409,94,432,SUP409,PTRX00409,Online grocery dataset purchase row; last_order_date=7/21/2024,LOC004
PUR00410,PRD0410,99,432,SUP410,PTRX00410,Online grocery dataset purchase row; last_order_date=1/25/2025,LOC005
PUR00411,PRD0411,25,252,SUP411,PTRX00411,Online grocery dataset purchase row; last_order_date=9/26/2024,LOC001
PUR00412,PRD0412,11,216,SUP412,PTRX00412,Online grocery dataset purchase row; last_order_date=01-05-25,LOC002
PUR00413,PRD0413,66,432,SUP413,PTRX00413,Online grocery dataset purchase row; last_order_date=09-03-24,LOC003
PUR00414,PRD0414,28,126,SUP414,PTRX00414,Online grocery dataset purchase row; last_order_date=09-10-24,LOC004
PUR00415,PRD0415,94,216,SUP415,PTRX00415,Online grocery dataset purchase row; last_order_date=7/23/2024,LOC005
PUR00416,PRD0416,41,72,SUP416,PTRX00416,Online grocery dataset purchase row; last_order_date=02-05-25,LOC001
PUR00417,PRD0417,81,144,SUP417,PTRX00417,Online grocery dataset purchase row; last_order_date=02-12-25,LOC002
PUR00418,PRD0418,62,1102,SUP418,PTRX00418,Online grocery dataset purchase row; last_order_date=3/18/2024,LOC003
PUR00419,PRD0419,71,576,SUP419,PTRX00419,Online grocery dataset purchase row; last_order_date=01-07-25,LOC004
PUR00420,PRD0420,94,648,SUP420,PTRX00420,Online grocery dataset purchase row; last_order_date=10/17/2024,LOC005
PUR00421,PRD0421,35,208,SUP421,PTRX00421,Online grocery dataset purchase row; last_order_date=6/17/2024,LOC001
PUR00422,PRD0422,17,360,SUP422,PTRX00422,Online grocery dataset purchase row; last_order_date=6/30/2024,LOC002
PUR00423,PRD0423,80,108,SUP423,PTRX00423,Online grocery dataset purchase row; last_order_date=9/27/2024,LOC003
PUR00424,PRD0424,32,1116,SUP424,PTRX00424,Online grocery dataset purchase row; last_order_date=06-10-24,LOC004
PUR00425,PRD0425,87,648,SUP425,PTRX00425,Online grocery dataset purchase row; last_order_date=10-03-24,LOC005
PUR00426,PRD0426,5,1080,SUP426,PTRX00426,Online grocery dataset purchase row; last_order_date=10-11-24,LOC001
PUR00427,PRD0427,36,720,SUP427,PTRX00427,Online grocery dataset purchase row; last_order_date=2/25/2024,LOC002
PUR00428,PRD0428,37,172,SUP428,PTRX00428,Online grocery dataset purchase row; last_order_date=08-07-24,LOC003
PUR00429,PRD0429,85,180,SUP429,PTRX00429,Online grocery dataset purchase row; last_order_date=8/30/2024,LOC004
PUR00430,PRD0430,36,108,SUP430,PTRX00430,Online grocery dataset purchase row; last_order_date=8/26/2024,LOC005
PUR00431,PRD0431,57,849,SUP431,PTRX00431,Online grocery dataset purchase row; last_order_date=6/16/2024,LOC001
PUR00432,PRD0432,70,540,SUP432,PTRX00432,Online grocery dataset purchase row; last_order_date=10/13/2024,LOC002
PUR00433,PRD0433,74,324,SUP433,PTRX00433,Online grocery dataset purchase row; last_order_date=07-04-24,LOC003
PUR00434,PRD0434,17,252,SUP434,PTRX00434,Online grocery dataset purchase row; last_order_date=08-01-24,LOC004
PUR00435,PRD0435,78,144,SUP435,PTRX00435,Online grocery dataset purchase row; last_order_date=05-04-24,LOC005
PUR00436,PRD0436,70,176,SUP436,PTRX00436,Online grocery dataset purchase row; last_order_date=2/14/2025,LOC001
PUR00437,PRD0437,51,288,SUP437,PTRX00437,Online grocery dataset purchase row; last_order_date=12-09-24,LOC002
PUR00438,PRD0438,80,1296,SUP438,PTRX00438,Online grocery dataset purchase row; last_order_date=05-10-24,LOC003
PUR00439,PRD0439,97,180,SUP439,PTRX00439,Online grocery dataset purchase row; last_order_date=05-12-24,LOC004
PUR00440,PRD0440,8,504,SUP440,PTRX00440,Online grocery dataset purchase row; last_order_date=01-06-25,LOC005
PUR00441,PRD0441,5,1440,SUP441,PTRX00441,Online grocery dataset purchase row; last_order_date=1/31/2025,LOC001
PUR00442,PRD0442,20,180,SUP442,PTRX00442,Online grocery dataset purchase row; last_order_date=11/20/2024,LOC002
PUR00443,PRD0443,21,144,SUP443,PTRX00443,Online grocery dataset purchase row; last_order_date=1/27/2025,LOC003
PUR00444,PRD0444,54,180,SUP444,PTRX00444,Online grocery dataset purchase row; last_order_date=5/21/2024,LOC004
PUR00445,PRD0445,18,288,SUP445,PTRX00445,Online grocery dataset purchase row; last_order_date=10/23/2024,LOC005
PUR00446,PRD0446,72,72,SUP446,PTRX00446,Online grocery dataset purchase row; last_order_date=11/29/2024,LOC001
PUR00447,PRD0447,90,288,SUP447,PTRX00447,Online grocery dataset purchase row; last_order_date=06-08-24,LOC002
PUR00448,PRD0448,73,360,SUP448,PTRX00448,Online grocery dataset purchase row; last_order_date=04-06-24,LOC003
PUR00449,PRD0449,87,432,SUP449,PTRX00449,Online grocery dataset purchase row; last_order_date=10-03-24,LOC004
PUR00450,PRD0450,33,108,SUP450,PTRX00450,Online grocery dataset purchase row; last_order_date=2/22/2025,LOC005
PUR00451,PRD0451,63,216,SUP451,PTRX00451,Online grocery dataset purchase row; last_order_date=06-01-24,LOC001
PUR00452,PRD0452,97,396,SUP452,PTRX00452,Online grocery dataset purchase row; last_order_date=8/25/2024,LOC002
PUR00453,PRD0453,85,216,SUP453,PTRX00453,Online grocery dataset purchase row; last_order_date=4/14/2024,LOC003
PUR00454,PRD0454,8,720,SUP454,PTRX00454,Online grocery dataset purchase row; last_order_date=10/26/2024,LOC004
PUR00455,PRD0455,56,122,SUP455,PTRX00455,Online grocery dataset purchase row; last_order_date=11-09-24,LOC005
PUR00456,PRD0456,8,288,SUP456,PTRX00456,Online grocery dataset purchase row; last_order_date=11-11-24,LOC001
PUR00457,PRD0457,88,57,SUP457,PTRX00457,Online grocery dataset purchase row; last_order_date=8/23/2024,LOC002
PUR00458,PRD0458,26,360,SUP458,PTRX00458,Online grocery dataset purchase row; last_order_date=3/21/2024,LOC003
PUR00459,PRD0459,74,432,SUP459,PTRX00459,Online grocery dataset purchase row; last_order_date=1/14/2025,LOC004
PUR00460,PRD0460,19,144,SUP460,PTRX00460,Online grocery dataset purchase row; last_order_date=1/29/2025,LOC005
PUR00461,PRD0461,94,295,SUP461,PTRX00461,Online grocery dataset purchase row; last_order_date=6/20/2024,LOC001
PUR00462,PRD0462,58,345,SUP462,PTRX00462,Online grocery dataset purchase row; last_order_date=8/24/2024,LOC002
PUR00463,PRD0463,85,180,SUP463,PTRX00463,Online grocery dataset purchase row; last_order_date=09-03-24,LOC003
PUR00464,PRD0464,62,1080,SUP464,PTRX00464,Online grocery dataset purchase row; last_order_date=2/25/2024,LOC004
PUR00465,PRD0465,36,540,SUP465,PTRX00465,Online grocery dataset purchase row; last_order_date=7/30/2024,LOC005
PUR00466,PRD0466,44,648,SUP466,PTRX00466,Online grocery dataset purchase row; last_order_date=12/24/2024,LOC001
PUR00467,PRD0467,100,576,SUP467,PTRX00467,Online grocery dataset purchase row; last_order_date=1/30/2025,LOC002
PUR00468,PRD0468,94,180,SUP468,PTRX00468,Online grocery dataset purchase row; last_order_date=9/25/2024,LOC003
PUR00469,PRD0469,43,360,SUP469,PTRX00469,Online grocery dataset purchase row; last_order_date=5/16/2024,LOC004
PUR00470,PRD0470,59,172,SUP470,PTRX00470,Online grocery dataset purchase row; last_order_date=03-10-24,LOC005
PUR00471,PRD0471,21,396,SUP471,PTRX00471,Online grocery dataset purchase row; last_order_date=3/20/2024,LOC001
PUR00472,PRD0472,91,288,SUP472,PTRX00472,Online grocery dataset purchase row; last_order_date=8/18/2024,LOC002
PUR00473,PRD0473,65,144,SUP473,PTRX00473,Online grocery dataset purchase row; last_order_date=12-04-24,LOC003
